AMD;temp mediaC;tempmaxC;H;M;tempminC;H;M;vientomediokm/h;dir;rfgakm/h;dir;H;M;pres.mediahPa;lluviadiariamm;radmaxW/m2;H;M;Uvmaxindex;H;M
2023  2 24;10.4;16.8;16;5;4.9;23;0;13.7;WSW;56.3;SW;16;20;987.7;4.4;875;14;45;4.5;13;55
2023  2 25;10.2;15.4;16;15;5.8;0;5;34.6;WSW;72.4;WSW;17;35;985.2;0;861;16;5;3.2;13;35
2023  2 26;9.2;14.8;16;35;3.8;3;25;19.3;WNW;48.3;WNW;16;55;993.2;3.2;598;12;45;3.1;12;45
2023  2 27;12.5;17.1;15;20;8.5;24;0;36.9;WSW;83.7;SW;11;55;988.3;0;752;11;30;3.6;13;50
2023  2 28;10.2;15.2;13;0;3.3;23;50;30.1;N;86.9;W;16;10;988.6;3.4;830;13;0;3.7;14;5
2023  1  1;10.9;16.2;19;5;5.9;6;5;39.9;WNW;74;WNW;18 1;0;985.1;0.2;970;10;50;4.2;12;15
2023  1  2;9.7;14.8;16;15;5.2;24;0;46.4;WSW;88.5;SW;13 4;5;984.3;0.0  1;62;13;40;6.1;13;25
2023  1  3;9.7;14.4;13;0;4.9;2;25;32.5;WSW;82.1;WSW;15 1;5;992.2;0.0  1;44;13;20;6.5;13;5
2023  1  4;11;16.2;16;35;4.7;5;20;23.4;SW;80.5;SW;8;0;994.9;1.2  1;140;13;20;6.8;13;45
2023  1  5;11.3;17.3;12;40;5;2;15;13.6;NNE;33.8;NNE;18 3;5;995.7;7.0  1;64;12;40;6.2;12;40
2023  1  6;12.6;16.9;12;30;7.3;23;25;23.6;N;56.3;WNW;3;5;997.8;0;865;15;5;5.2;15;5
2023  1  7;13.8;22.1;17;25;6.5;4;30;16.7;WSW;61.1;SW;12 5;5;1003.5;0.6;967;12;25;5.9;12;25
2023  1  8;12.3;16.7;14;45;7.5;5;10;12.2;E;35.4;ESE;22 5;0;1005;0;882;14;30;6.1;13;10
2023  1  9;13.5;19.7;13;10;7.9;24;0;30.6;WSW;74;WSW;12 4;0;1000.2;0;925;13;20;5.8;13;0
2023  1 10;11;15.9;13;15;4.7;6;15;15.8;SW;38.6;NE;18 1;0;1017.2;0;874;10;10;6.2;13;10
2023  1 11;11.9;19.1;15;25;3.3;4;20;13;SW;48.3;WSW;19 4;5;1013.4;0.0  1;163;13;35;7.4;13;35
2023  1 12;13.7;20.4;17;35;5.3;6;5;12.3;WNW;57.9;W;18 4;0;1002.9;0.2;847;11;45;5.6;11;45
2023  1 13;14.1;20.8;12;30;7;23;55;35.2;WNW;74;WSW;14 5;0;993.3;0.2  1;60;12;40;6.4;12;30
2023  1 14;9.9;14.4;12;50;4.3;6;10;33.1;WSW;61.1;WSW;12;5;1002.6;0;916;12;50;5.4;12;50
2023  1 15;13.1;17.8;17;40;9.6;5;15;34;WNW;74;W;18 3;0;1002.7;0.2;821;10;40;4.1;12;35
2023  1 16;11.6;15.2;14;45;6.3;24;0;36.3;WSW;72.4;WSW;15 5;5;1003.6;0.0  1;65;13;55;5.5;12;55
2023  1 17;12.2;21.3;16;20;5.3;2;45;27.9;W;59.5;NNW;12 3;5;1012.2;0;863;12;55;5.7;12;55
2023  1 18;16.9;24.4;15;55;8.7;5;50;24.9;WSW;72.4;SW;13 4;0;1009.4;0.8  1;87;15;10;6.7;13;25
2023  1 19;13.9;23.4;12;40;5.9;5;35;12.6;WSW;43.5;WNW;15 3;0;1008.3;2.2  1;137;12;40;7.3;12;40
2023  1 20;11.8;15.1;12;15;8.6;4;40;9.7;ENE;32.2;NE;17 4;5;1010.9;0;810;12;20;5.4;12;30
2023  1 21;12;19.1;18;25;8.3;23;50;13;WSW;49.9;SW;20 4;0;1004.6;0.4;708;16;40;3.3;15;40
2023  1 22;10.7;18.9;15;45;2.3;5;35;17.7;SW;49.9;N;18 5;0;1006.8;0;853;14;30;5.6;13;45
2023  1 23;11.4;14.4;19;55;7.1;24;0;22.9;NE;66;WSW;20;5;992.6;0;559;14;35;3.8;14;35
2023  1 24;9.6;16.4;15;20;1.2;5;10;22.5;NW;62.8;W;13 4;5;989.4;0.0  1;11;13;30;4.8;13;0
2023  1 25;12.5;18.6;13;55;6.3;23;45;32.1;WNW;69.2;SW;17;0;985.9;0;990;13;50;5.1;13;10
2023  1 26;9.6;15.1;12;55;3.8;5;40;35.2;WSW;75.6;WSW;13 2;5;990.5;0;939;13;0;4.2;12;50
2023  1 27;11;19;15;50;3.9;4;40;28.8;WNW;64.4;W;12 4;0;997.6;3.2;916;15;40;4.2;13;0
2023  1 28;14.8;21;16;10;8.9;6;15;34.2;WNW;72.4;WNW;14 4;5;995.3;0.2;961;13;45;5.6;13;45
2023  1 29;13.4;19.6;15;50;6.6;4;40;25.3;NW;62.8;W;13;5;998.8;0.0  1;46;12;0;4.9;12;50
2023  1 30;11.3;16.7;15;40;6.3;24;0;28.9;WSW;67.6;WSW;13 2;5;1002.2;0;919;16;5;4.8;13;25
2023  1 31;12.1;17.9;16;50;5.6;6;15;28.5;WNW;64.4;W;11 4;0;1009.6;0;812;12;35;4.1;12;35
2022 12  1;10.9;15.1;9;45;7.2;3;50;34.9;NW;75.6;NW;9;10;991;2;573;9;20;3;10;30
2022 12  2;10.7;18.4;11;35;3.9;23;30;31.7;NW;85.3;W;15;35;984;0.4  1;60;14;10;6.9;12;40
2022 12  3;7.3;14.5;15;40;-0.5;2;45;32.5;WNW;74;W;14;40;989.8;0.0  1;85;12;35;6.2;12;55
2022 12  4;8.9;17.1;15;40;2.4;3;40;33.3;NW;74;WSW;14;20;987.4;0.0  1;111;12;55;7.1;12;55
2022 12  5;8.1;14.2;13;0;2.9;4;45;28.3;WSW;66;WSW;11;15;987.9;0.0  1;174;13;15;6.4;13;10
2022 12  6;6.9;13.3;15;30;0.2;5;20;29;WSW;66;W;13;55;998.6;0.0  1;58;11;40;6.5;13;15
2022 12  7;7.4;13.8;16;35;-0.4;1;40;24.3;W;61.2;WNW;15;55;1000.2;0.0  1;260;13;35;6.7;13;25
2022 12  8;6.9;12.7;15;40;-0.7;4;50;11.9;NNE;33.8;NNE;15;50;990.5;0.0  1;248;13;20;6.2;13;20
2022 12  9;9.1;15;19;35;5.6;6;0;14.6;N;46.7;NNW;17;55;996.1;0.0  1;165;14;15;6.2;13;50
2022 12 10;10.9;19.1;15;35;3.6;6;45;16.4;WSW;54.7;WSW;17;45;1001;0.0  1;79;14;5;6.7;14;10
2022 12 11;8.2;12.7;12;25;0.9;4;35;18.2;SW;45.1;NNE;15;5;1002.3;0;912;12;50;5.8;12;50
2022 12 12;8.9;15.8;11;15;3.1;5;15;17.2;W;61.2;N;10;40;996.3;2;993;11;15;5.5;11;15
2022 12 13;9.7;16.3;15;10;2.7;5;35;26.4;WSW;66;SSW;16;50;993.5;0.0  1;202;13;5;6.7;13;0
2022 12 14;9.6;16.3;16;5;2.8;5;30;26.2;W;70.8;SW;16;55;1000.2;0.0  1;153;13;55;6.5;13;50
2022 12 15;12.4;20.3;15;5;4;3;5;26.2;NW;59.5;WNW;16;10;1006.7;0.2  1;46;14;55;6.7;13;20
2022 12 16;11.5;13.4;12;0;8.8;0;55;15.1;NNW;37;NNW;12;10;999.5;2.2;457;13;55;4;13;55
2022 12 17;12.4;16.8;16;20;8.3;5;55;28.3;WNW;74;WSW;12;45;991.8;3.6  1;60;12;20;6.9;13;30
2022 12 18;12.7;17.9;16;50;6.8;5;0;27.4;W;59.5;W;8;40;1001.1;0.0  1;120;14;5;6.5;14;5
2022 12 19;12.6;20.7;16;50;6.3;5;30;23.3;WNW;54.7;N;13;15;1006.7;0.0  1;41;14;15;6.7;14;15
2022 12 20;12.7;22.3;17;55;6.1;1;20;10.8;ENE;43.5;W;17;40;1003.3;0.0  1;23;13;15;6.8;13;15
2022 12 21;10.5;12.8;13;40;7.2;4;40;10.8;E;29;ENE;7;35;1000.7;0;526;13;40;3.8;13;40
2022 12 22;10.7;13.6;16;40;9.4;23;15;16.1;ESE;43.5;ESE;16;55;989.5;0;856;16;20;4.7;15;25
2022 12 23;11.4;15.8;17;40;8.3;23;5;20.3;SSW;62.8;WSW;19;30;999.7;0.2  1;83;13;0;6.7;13;5
2022 12 24;11.4;20.5;15;20;7.1;2;15;26.6;NW;74;W;19;35;1010.4;8.4;972;13;45;7.4;12;50
2022 12 25;13.1;19.4;16;0;5.7;3;40;27.7;W;59.5;SW;11;55;1011.6;0;904;13;15;6.6;13;15
2022 12 26;10.9;16.4;12;10;4.7;23;50;32.7;WSW;86.9;WSW;15;40;992.1;0.4  1;97;12;5;6;12;55
2022 12 27;8.1;14.1;15;25;3.2;24;0;36.7;WSW;75.6;WSW;16;25;1000;0.0  1;30;12;50;6.2;12;50
2022 12 28;7.9;14.9;18;35;2.3;2;25;28.8;W;74;W;18;35;997.1;4;765;17;20;5.7;14;10
2022 12 29;9.7;14.9;15;0;4.9;3;40;50.1;WSW;103;0  WS;W  1;3;0  991.;5  0.0;956;14;45;6.1;12;45
2022 12 30;10.4;16.1;16;35;5;23;40;36.9;WSW;75.6;SW;15;5;995.2;0.0  1;208;13;35;6.7;13;30
2022 12 31;8.4;13.2;11;40;4.7;2;45;18.2;NE;61.2;WNW;23;20;993.4;3.8;911;11;35;5;11;35
2022 11  1;8.5;14.4;15;15;1.2;5;5;33;WSW;72.4;SW;12;10;1010.7;0;870;12;30;5.5;12;30
2022 11  2;10.3;17.7;14;50;-1.3;4;30;26.1;WNW;69.2;WNW;18;15;1015.8;0;765;9;40;4.6;11;30
2022 11  3;11.5;19.4;16;55;3.3;6;30;23;WNW;53.1;WNW;17;5;1012.1;0;809;12;50;6.5;12;50
2022 11  4;14.2;17;15;30;11.5;23;10;23.3;WSW;51.5;WSW;13;25;1005.8;0;712;11;25;4.4;11;30
2022 11  5;14.4;23.6;12;40;7.6;24;0;25.6;N;54.7;WNW;4;55;1010.2;0;810;13;10;6.3;12;50
2022 11  6;8.9;13.2;13;50;4.7;2;15;10.6;E;37;ESE;17;10;1005.9;0;773;11;15;4.9;14;10
2022 11  7;10.8;18.2;10;35;4.1;4;0;17.5;N;46.7;WNW;23;25;1003.2;0.4;789;14;45;4.7;14;55
2022 11  8;11.4;15.8;14;40;6.2;4;45;29.1;WNW;56.3;WSW;11;20;997.7;0.0  1;27;13;15;5.7;13;15
2022 11  9;10.4;15.4;14;35;2.6;24;0;28.6;WSW;61.2;WSW;15;30;999.3;0;944;13;15;5.2;13;15
2022 11 10;7.4;15.3;16;20;-1.8;3;50;20;W;46.7;WSW;10;40;1010.5;0;974;13;20;5.3;13;10
2022 11 11;7.7;11.6;14;5;1.9;6;10;14;NNE;35.4;SE;10;5;1012.2;1.0  1;102;12;50;5.3;12;45
2022 11 12;7.2;11.6;11;50;0;5;5;15;NNE;40.2;NNE;16;35;1013.2;0;819;13;0;5;12;50
2022 11 13;7.4;14.7;15;45;-1.2;5;30;11.6;N;41.8;N;18;10;1003.5;0;958;12;50;5.5;12;55
2022 11 14;7.3;9.4;17;40;5.4;2;35;10.3;E;24.1;ESE;13;50;994.3;0;610;14;50;5.5;14;45
2022 11 15;10.2;15.9;12;30;3.7;2;40;17.4;WNW;45.1;W;23;20;992.3;0;988;14;35;4.7;14;35
2022 11 16;10.1;16.5;17;50;3.2;4;30;25.3;W;61.2;WNW;12;45;1003.2;0.0  1;116;14;10;5.5;12;15
2022 11 17;11.5;17.9;14;15;6.4;23;55;26.9;W;74;W;13;10;997.4;0.2  1;125;12;50;5.2;12;50
2022 11 18;10.3;17.1;13;25;3.3;4;40;23.5;NW;66;WNW;13;0;999;0;708;11;30;4.1;13;20
2022 11 19;10.3;15.5;13;15;5.4;23;35;31.2;WSW;74;W;6;30;993.3;0.0  1;106;13;10;5.3;13;15
2022 11 20;9.7;15.8;13;0;3;5;20;32.7;NW;70.8;W;10;40;1008.3;0.0  1;93;13;0;5.9;13;45
2022 11 21;8.6;13.4;12;5;2.9;5;15;16.3;N;41.8;W;23;15;1003.5;1.2  1;18;11;55;5.7;11;55
2022 11 22;11.3;17.9;12;40;6.5;5;25;21.1;WNW;54.7;WNW;12;45;993.4;0.6  1;144;12;35;6.2;13;10
2022 11 23;9.3;15.1;15;0;3.4;23;20;35.2;WSW;82.1;W;10;40;987.4;0.2  1;129;12;10;6;13;40
2022 11 24;9.4;16.9;15;25;1.5;2;10;39.6;WNW;82.1;WNW;17;55;997.4;0;979;12;20;7;12;35
2022 11 25;10.4;16.2;12;35;4.3;24;0;36.2;NW;77.2;SW;15;20;994;0.0  1;167;12;35;7.2;12;45
2022 11 26;9.3;15.6;15;50;1.7;2;40;35.7;N;70.8;WSW;11;0;1010.4;0.0  1;4;16;5;7.5;12;5
2022 11 27;11;19.8;17;15;1.8;5;45;22;W;45.1;W;9;40;1015.2;0;856;13;5;7.2;13;5
2022 11 28;10.4;15.8;16;5;7.1;5;40;16.3;N;61.2;WSW;23;55;997.2;2;847;12;25;8;13;10
2022 11 29;8.6;14.2;16;15;2.7;4;25;37.8;W;67.6;WSW;14;25;993.5;0.0  1;109;14;5;8.9;13;30
2022 11 30;10.2;15.6;14;35;5.2;5;35;42.3;W;77.2;WSW;12;15;995.9;0.0  1;169;14;5;8;14;0
